44872,2000,78
88618,2004,123
50650,2000,77
53956,2000,106
60442,2004,124
51878,2010,87
21344,2016,44
80940,2015,95
56070,1996,74
51884,2008,99
80069,1998,97
53340,2003,68
37985,2000,78
58836,2016,94
59635,1994,66
29750,2002,80
87500,2006,72
62610,1994,68
54425,2000,106
60821,2000,70
73854,2000,89
53750,2002,80
72750,2016,96
53956,2000,106
53750,2002,80
82678,2007,127
75745,2005,126
75591,2006,127
55854,2004,76
51878,1997,74
78083,2004,128
65959,2015,72
57966,2002,76
94168,2004,65
91579,2015,95
51900,1998,79
54715,1995,65
92641,2008,145
54920,2020,81
55854,2007,78
80069,1998,97
60821,1996,74
68132,2004,91
100788,2006,127
45000,1999,100
67913,2004,91
79385,2002,65
57500,1995,76
60442,2004,124
75745,2006,118
99459,2001,90
39316,2000,101
51878,2010,116
63145,2005,77
44677,2008,92
51884,2008,99
71429,2004,91
92641,2008,145
79644,2017,84
44872,2000,78
88618,2004,123
50650,2000,77
53956,2000,106
60442,2004,124
51878,2010,87
21344,2016,44
80940,2015,95
56070,1996,74
51884,2008,99
80069,1998,97
53340,2003,68
37985,2000,78
58836,2016,94
65264,1997,76
92641,2008,145
54920,2020,81
55854,2007,78
80069,1998,97
60821,1996,74
68132,2004,91
100788,2006,127
45000,1999,100
67913,2004,91
79385,2002,65
57500,1995,76
60442,2004,124
75745,2006,118
99459,2001,90
39316,2000,101
51878,2010,116
63145,2005,77
44677,2008,92
51884,2008,99
71429,2004,91
92641,2008,145
79644,2017,84
44872,2000,78
88618,2004,123
50650,2000,77
53956,2000,106
60442,2004,124
41500,1993,100
56659,1996,103
51878,2010,87
21344,2016,44
80940,2015,95
56070,1996,74
51884,2008,99
80069,1998,97
53340,2003,68
37985,2000,78
41357,2005,83
58836,2016,94
65264,1997,76
78862,2000,123
77953,1999,127
67873,2015,76
78934,2006,93
54920,2017,98
33944,2000,96
50725,2000,95
67742,1998,62
67691,2004,99
78857,2015,95
93601,2012,98
42858,2005,70
70724,2000,91
48731,2007,86
54920,2020,91
67691,2004,99
92914,2008,127
53750,2004,80
100163,2000,104
71816,2004,147
57500,1995,76
60442,2004,124
75745,2006,118
99459,2001,90
39316,2000,101
51878,2010,116
63145,2005,77
44677,2008,92
51884,2008,99
71429,2004,91
92641,2008,145
79644,2017,84
44872,2000,78
88618,2004,123
50650,2000,77
53956,2000,106
60442,2004,124
41500,1993,100
56659,1996,103
51878,2010,87
21344,2016,44
80940,2015,95
56070,1996,74
51884,2008,99
80069,1998,97
53340,2003,68
56070,1998,74
37985,2000,78
41357,2005,83
58836,2016,94
65264,1997,76
78862,2000,123
56103,1993,80
77953,1999,127
67873,2015,76
78934,2006,93
54920,2017,98
33944,2000,96
50725,2000,95
67742,1998,62
67691,2004,99
78857,2015,95
50848,2008,97
93601,2012,98
42858,2005,70
70724,2000,91
48731,2007,86
54920,2020,91
67691,2004,99
92914,2008,127
53750,2004,80
100163,2000,104
71816,2004,147
91560,2005,109
73680,2002,106
92914,2008,127
66331,2008,85
80130,2000,104
79644,2015,84
79763,2017,84
92641,2008,145
79644,2017,84
44872,2000,78
88618,2004,123
50650,2000,77
53956,2000,106
37368,2000,61
60442,2004,124
41500,1993,100
56659,1996,103
64740,2000,142
60186,1998,108
51878,2010,87
21344,2016,44
80940,2015,95
56070,1996,74
51884,2008,99
80069,1998,97
53340,2003,68
56070,1998,74
37985,2000,78
41357,2005,83
58836,2016,94
53247,2000,77
65264,1997,76
78862,2000,123
56103,1993,80
77953,1999,127
67873,2015,76
78934,2006,93
54920,2017,98
33944,2000,96
50725,2000,95
50839,2007,78
67742,1998,62
68132,2005,91
67691,2004,99
56103,1996,80
78857,2015,95
50848,2008,97
93601,2012,98
42858,2005,70
70724,2000,91
48731,2007,86
54920,2020,91
67691,2004,99
92914,2008,127
53750,2004,80
41357,2006,91
100163,2000,104
71816,2004,147
91560,2005,109
73680,2002,106
92914,2008,127
66331,2008,85
65930,1996,75
80130,2000,104
79644,2015,84
79051,2016,84
79763,2017,84
80069,1998,97
53340,2003,68
56070,1998,74
37985,2000,78
41357,2005,83
58836,2016,94
53247,2000,77
60821,2000,71
65264,1997,76
78862,2000,123
56103,1993,80
77953,1999,127
67873,2015,76
78934,2006,93
54920,2017,98
33944,2000,96
50725,2000,95
50839,2007,78
67742,1998,62
68132,2005,91
67691,2004,99
56103,1996,80
78857,2015,95
50848,2008,97
93601,2012,98
42858,2005,70
70724,2000,91
48731,2007,86
54920,2020,91
67691,2004,99
36649,2002,98
92914,2008,127
53750,2004,80
41357,2006,91
100163,2000,104
71816,2004,147
91560,2005,109
73680,2002,106
92914,2008,127
41357,2005,91
66331,2008,85
65930,1996,75
80130,2000,104
79644,2015,84
79051,2016,84
81629,2016,95
79763,2017,84
152946,2015,122
67058,2015,95
82121,2016,91
55417,2012,95
51884,2006,99
70520,2005,99
79763,2017,84
79051,2016,84
84462,2017,95
39568,2000,70
75472,2002,106
78083,2005,128
55854,2005,97
45000,1999,100
67913,2004,91
79385,2002,65
57500,1995,76
60442,2004,124
75745,2006,118
99459,2001,90
39316,2000,101
51878,2010,116
63145,2005,77
44677,2008,92
51884,2008,99
71429,2004,91
67257,2003,113
92641,2008,145
79644,2017,84
68132,2004,91
44872,2000,78
88618,2004,123
50650,2000,77
53956,2000,106
37368,2000,61
60442,2004,124
41500,1993,100
56659,1996,103
64740,2000,142
60186,1998,108
51878,2010,87
50725,2003,95
21344,2016,44
80940,2015,95
56070,1996,74
51884,2008,99
39375,1997,80
80069,1998,97
53340,2003,68
56070,1998,74
37985,2000,78
41357,2005,83
58836,2016,94
53247,2000,77
60821,2000,71
65264,1997,76
78862,2000,123
53340,2003,68
65264,1997,76
56103,1993,80
77953,1999,127
67873,2015,76
78934,2006,93
54920,2017,98
78083,2004,128
33944,2000,96
50725,2000,95
50839,2007,78
67742,1998,62
58000,1998,75
68132,2005,91
67691,2004,99
56103,1996,80
77953,1999,127
67873,2015,76
78934,2006,93
54920,2017,98
78083,2004,128
33944,2000,96
50725,2000,95
50839,2007,78
67742,1998,62
58000,1998,75
68132,2005,91
67691,2004,99
56103,1996,80
78857,2015,95
50848,2008,97
93601,2012,98
42858,2005,70
70724,2000,91
48731,2007,86
98426,2004,127
54920,2020,91
67691,2004,99
36649,2002,98
142447,2005,139
92914,2008,127
53750,2004,80
41357,2006,91
90851,2004,93
100163,2000,104
71816,2004,147
91560,2005,109
73680,2002,106
92914,2008,127
41357,2005,91
53225,2015,81
69334,2008,86
66331,2008,85
65930,1996,75
80130,2000,104
91833,2005,196
54920,2016,80
79644,2015,84
79051,2016,84
81629,2016,95
79763,2017,84
152946,2015,122
67058,2015,95
82121,2016,91
55417,2012,95
51884,2006,99
70520,2005,99
79763,2017,84
79051,2016,84
84462,2017,95
39568,2000,70
75472,2002,106
78083,2005,128
127790,2006,88
55854,2005,97
55883,2008,85
